Name,Genre,Date,Actors,Season,Episode,Rating,ProductionCompany,Directors,Writers,Runtime,IsFinished
 Biz Size Asik Olduk,"Comedy, Romance",2002,"'Erdem Akakçe', 'Ilker Aksum', 'Sevinç Gürsen Akyildiz', 'Ayla Algan'",1,20,7.3,Besiktas Kültür Merkezi (BKM),'Turkan Derya',"'Selin Tunç', 'Nilgün Önes'",45,1
 Sensiz Yasayamam,Drama,2010,"'Bahar Akça', 'Mustafa Alabora', 'Burcu Binici', 'Haldun Boysan'",1,20,5.7,Besiktas Kültür Merkezi (BKM),'Özer Kiziltan',"'Selin Tunç', 'Nilgün Önes'",61,1
 Kalp Agrisi,Drama,2010,"'Beste Bereket', 'Polat Bilgin', 'Kerem Corogil', 'Murat Danaci'",1,20,5.7,Vega Film,"'Yildiz Hülya Bilban', 'Ismail Ersan'",'Yalçin Sen',61,1
 Ates Dansi,"Adventure, Drama",1998,"'Selçuk Yöntem', 'Selda Özer', 'Aylin Arasil', 'Musa Uzunlar'",1,26,6.4,Vega Film,'Dilek Gökçin','Nuran Devres',45,1
 Süper Babaanne,"Comedy, Family, Fantasy",2008,"'Asuman Dabak', 'Ceren Soylu', 'Mustafa Uzunyilmaz', 'Zuhal Yalçin'",1,20,4.8,Avsar Film,"'Temel Gürsu', 'Serkan Kizildag'","'Fatih Solmaz', 'Gökhan Karagülle'",61,1
 Sir Gibi,"Drama, Family, Romance",2007,"'Murat Ünalmis', 'Sezin Akbasogullari', 'Emre Tetikel', 'Ece Özdikici'",1,5,5.7,FM Yapim,'Sengül Halat','Neslihan Eyüboglu',61,1
 Özcan Show,"Animation, Comedy",2021,"'Murat Özsoy', 'Alicia Kapudag'",1,10,5.8,Hypee,'Murat Özsoy','Murat Özsoy',10,1
 Memur Muzaffer,Drama,2008,"'Ferdi Tayfur', 'Billur Yazgan', 'Sevil Üstekin', 'Yeliz Tozan'",1,7,5.6,Hypee,'Kartal Çidamli','Özgür Evren',85,1
 Eksik Etek,Drama,2007–2008,"'Perihan Savas', 'Mete Horozoglu', 'Özlem Conker'",1,1,5.7,Limon Film,'Murat Saraçoglu',"'Mustafa Bozkurt', 'Seval Bozkurt'",61,1
 Maskeli Balo,"Action, Drama, Romance",2009,"'Aytaç Arman', 'Burcu Kara', 'Burak Hakki', 'Korel Cezayirli'",1,20,3.1,Koliba Film,'Çagatay Tosun','Gamze Özer',61,1
 Duvar,"Drama, Romance",2007,"'Mine Manavoglu', 'Yunus Güner', 'Canan Mutluer', 'Lale Basar'",1,10,5.1,Base Productions,'Süreyya Karakus','Sergin Akyaz',90,1
 Dedemin Dolabi,Fantasy,2012,"'Asena Keskinci', 'Berna Koraltürk'",1,20,5.0,Base Productions,'Cemile Karadas','Volkan Keskin',61,1
 Canimin Içi,"Comedy, Family",2012,"'Perran Kutman', 'Levent Öktem', 'Hare Sürel', 'Sercan Badur'",1,50,4.1,Base Productions,'Hakan Algül',"'Meriç Acemi', 'Murat Disli'",25,1
 Zehirli Çiçek,Drama,2000,"'Münir Akça', 'Kerem Alisik', 'Görkem Aribol', 'Günes Berberoglu'",1,20,3.0,Erler Film,'Samim Deger','Safa Önal',50,1
 Tutsak,"Action, Drama, Romance",2007,"'Ugur Polat', 'Ezo Sunal', 'Kaan Urgancioglu', 'Hülya Darcan'",1,20,5.2,Erler Film,'Yasemin Türkmenli','Filiz Alpgezmen',61,1
 Araz,"Action, Crime, Drama",2023–,"'Hazar Deniz BG', 'Bahadir Kutluay', 'Ridvan Kaya', 'Osman Findik'",1,20,5.7,Merbar Yapim,'Hazar Deniz BG','Hazar Deniz BG',40,0
 Asayis Berkkemal,Action,2014,"'Mehmet Aslan', 'Yildiz Asyali', 'Yildirim Bayazit', 'Esra Sönmezer'",1,20,5.7,M Yapim,'Mustafa Yasar',"'Öner Arslanel', 'Murat Yontan'",61,1
 Süper Bir Takim,"Animation, Comedy",2021,"'Fatih Özkul', 'Yasemin Ertorun', 'Ozgur Ozdural', 'Arda Kavaklioglu'",1,20,5.3,Grafi2000 Production,'Berk Tokay',"'Haluk Can Dizdaroglu', 'Haluk Can Dizdaroglu'",15,1
 Sessiz Firtina,"Adventure, Crime, Drama",2007–2008,"'Erkan Petekkaya', 'Arzum Onan', 'Orhan Aydin', 'Berkay Ates'",1,16,2.9,TMC Film,'Özer Kiziltan','Yildiz Tunç',61,1
 Barut,"Action, Comedy, Sci-Fi",2017,"'Burak Sekmen', 'Bahadir Oz', 'Mehmet Arif Bulak', 'Beste Yilmazer'",1,5,6.4,BETA fikirsanat,'Burak Darende',"'Burak Darende', 'Berhat Erman'",61,1
 The Pursuit of Revelation,Drama,2014,"'Oguz Yagci', 'Onur Bilge', 'Soydan Soydas', 'Tonguç Oksal'",1,1,6.4,BETA fikirsanat,"'Sami Saydan', 'Hakan C. Yazici'",'Muhammed Özmen',61,1
 Dicle,Drama,2007,"'Asli Tandogan', 'Tolgahan Sayisman', 'Burak Sergen', 'Alev Gürzap'",1,20,2.8,Yagmur Ajans,'Filiz Kaynak','Ali Can Yaras',61,1
 Zeliha'nin Gözleri,"Adventure, Fantasy",2007,"'Sarp Levendoglu', 'Emel Çölgeçen', 'Bülent Sakrak', 'Cüneyt Özen'",1,8,5.8,Altioklar Film,'Filiz Kaynak',"'Meriç Acemi', 'Arzu Gamze Kilinç'",61,1
 Komsular,"Comedy, Drama",2017,"'Gizem Altunay', 'Mustafa Baris Koçkar', 'Arda Esen', 'Sema Simsek'",1,110,5.7,No Dokuz,"'Özdemir Göksel Aydin', 'Canan Evcimen'","'Asli Aksu', 'Berna Eren'",75,1
 Kanit: Ates Üstünde,Crime,2016,"'Ridvan Aybars Duzey', 'Tansel Öngel', 'Ahmet Olgun Sünear', 'Mustafa Açilan'",1,8,3.9,ANS Production,'Abdullah Oguz',"'Selin Atasoy', 'Ömer Faruk Yardimci'",100,1
 Suç Dosyasi,Crime,2007,"'Rasim Öztekin', 'Engin Özsayin', 'Dean Baykan', 'Serkan Genç'",1,1,5.8,TFT,'Atil Inaç',"'Nevin Cangür', 'Avni Özgürel'",65,1
 Gorbi,"Comedy, Fantasy",2019,"'Noyan Uzer', 'Jess Molho', 'Ayhan Tas', 'Bengi Öztürk'",1,13,2.8,Karga Film,'Baris Yücel',"'Can Altun', 'Gokhan Ayyildiz'",50,1
 Atesten Koltuk,"Action, Drama",2008,"'Volkan Adiyaman', 'Bahar Akça', 'Hande Alpaslan', 'Can Atakli'",1,20,5.7,"'25 Film', 'Yirmibes Film'",'Yusuf Güven','Ihsan Aydin',61,1
 Belalim Benim,Drama,1999,"'Emrah', 'Fatih Hürkan', 'Ebru Salli', 'Seren Serengil'",1,20,5.7,"'25 Film', 'Yirmibes Film'",'Kaya Ererez','Ihsan Aydin',61,1
 Ölüm Çiçekleri,Action,2008,"'Tan Arcan', 'Zeynep Beserler', 'Nadim Güç', 'Asli Sahin'",1,20,3.8,Proje-ct Prodüksiyon,"'Metin Balekoglu', 'Turgut Yasalar'","'Soner Yalçin', 'Cüneyt Özdemir'",61,1
 Külahta Erimis Dolunay,"Drama, Mystery",2019,'Ugur Kurul',1,1,5.7,Avsar Film,'Erol Özlevi',"'Büsra Küçük', 'Büsra Yilmaz'",61,1
 Serce,Drama,2008–2009,"'Özhan Carda', 'Deniz Gökçer', 'Taylan Güner', 'Alev Gürzap'",1,20,5.5,Base Productions,'Tunç Davut','Sergin Akyaz',75,1
 Uykucu,"Animation, Comedy",2018,"'Beril Su Hatirnaz', 'Abdulkerim Tunc'",1,4,6.8,25 Film,'Abdulkerim Tunc','Abdulkerim Tunc',2,1
 Ertelenmis Hayatlar,Drama,2007,"'Deniz Ugur', 'Gökhan Atalay', 'Mesut Çakarli', 'Selda Özer'",1,20,5.7,Medya Kare,'Volkan Kocatürk',"'Fahri Hattatoglu', 'Nesim Sahin'",61,1
 Çat Kapi,"Comedy, Family",2005,"'Metin Akpinar', 'Ayten Gökçer', 'Sevinç Erbulak', 'Alp Kirsan'",1,20,5.9,Medya Kare,"'Zeynep Molho', 'Birkan Uz'","'Asli Arihan', 'Murat Hocaoglu'",60,1
 Acemi Müezzin,"Comedy, Drama, Romance",2009,"'Erkan Avci', 'Sebnem Sönmez', 'Ege Tanman', 'Köksal Engür'",1,4,7.0,Eflatun Film,'Onur Ünlü',"'Funda Alp', 'Mehmet Inan'",244,1
 Cennetin Çocuklari,Drama,2008,"'Can Bartu Aslan', 'Ali Basar', 'Sinem Boyacioglu', 'Cansel Elcin'",1,20,4.5,Gold Film,'Faruk Teber','Oya Yüce',61,1
 Zanyar,"Action, Crime, Drama",2023–,"'Cihan Bozkurt', 'Burak Ergun', 'Senay Mengücek', 'Ozan Ege Efe Senel'",1,20,5.7,Merbar Yapim,"'Hazar Deniz BG', 'Ridvan Shah'",'Ridvan Shah',40,0
 Rüzgarli Sokak,Drama,2013,"'Sahin Ergüney', 'Reha Beyoglu', 'Deniz Baytas', 'Sekip Taspinar'",1,122,5.7,Endemol Turkey,'Oguz Yalçin','Fatih Yildiz',61,1
 Kumsaldaki Izler,Drama,2002,"'Erdinç Akbas', 'Ebru Akel', 'Nazan Ayas', 'Erol Aydin'",1,20,4.5,Yagmur Ajans,'Veli Çelik','Necef Ugurlu',61,1
 Beni Unutma,"Drama, Romance",2008,"'Zuhal Olcay', 'Ugur Polat', 'Ismail Hacioglu', 'Tilbe Saran'",1,13,5.7,Yagmur Ajans,'Guzide Balci',"'Ozer Cetinel', 'Gülsev Karagöz'",61,1
 Evvel Zaman Hikayesi,"Drama, History",2011,"'Emre Kinay', 'Levent Tülek', 'Nejat Birecik', 'Candan Sabuncu'",1,20,5.7,Yagmur Ajans,'Metin Günay',"'Murat Gürvardar', 'Serhat Kahveci'",61,1
 Gece Yürüyüsü,Drama,2004,"'Tarik Akan', 'Hale Akinli', 'Civan Canova', 'Laçin Ceylan'",1,20,6.3,Yagmur Ajans,'Mesude Erarslan','Oya Yüce',61,1
 Hesaplasma,"Adventure, Crime",2009–2010,"'Hüseyin Avni Danyal', 'Murat Han', 'Seda Akman', 'Mete Horozoglu'",1,20,2.9,Turkish Radio & Television (TRT),'Fide Motan',"'Aylin Dogan', 'Ayse Itir Sevincli'",61,1
 Görev Pesinde - Der Auftrag,Action,2009,"'Can Aydin', 'Kazim Carman', 'Demir Karahan', 'Guido Kessler'",1,20,4.4,Turkish Radio & Television (TRT),'Ayhan Sen',"'Sehir Platolari', 'Birol Tarkan Yildiz'",61,1
 The Rough Land,Drama,2016–,"'Bahman Mofid', 'Morteza Aghili', 'Farzaneh Davari', 'Melisa Mehraban'",1,1,5.7,GEM Production,'Mohammad Ravandi','Farhad Kosarnezhad',61,0
 Kiz Annesi,Family,2011,"'Cengiz Ayvazoglu', 'Mürsit Bag', 'Evrim Bagci', 'Asli Bankoglu'",1,20,5.7,Halk Film,'Nazif Tunç',"'Serkan Birlik', 'Hülya Tunç'",80,1
 Daglar Delisi,Drama,2007,"'Oya Okar', 'Fatih Koyunoglu', 'Ozman Sirgood', 'Merve Sevi'",1,5,3.1,Koliba Film,'Taner Akvardar','Arda Uskan',90,1
 Kelebek Çikmazi,Drama,2007,"'Hümeyra', 'Ceren Benderlioglu', 'Pamela Spence', 'Melike Öcalan'",1,6,3.8,Altioklar Film,'Tuba German',"'Mustafa Altioklar', 'Sukran Erdogan'",90,1
 Hayal ve Gerçek,"Comedy, Fantasy, Romance",2007,"'Yasemin Hadivent', 'Cem Kiliç', 'Kerem Kupaci', 'Zuhal Yalçin'",1,9,1.9,Süreç Film,'G. Mete Sener',"'Emre Bülbül', 'Gani Müjde'",90,1
 Nameless,"Action, Adventure, Comedy",2012,"'Gene Keller', 'Lisa Michelle Axelrod', 'Hakan Yildiz', 'Oguz Oztas'",1,5,5.8,Sweet Dreams Production,'Hakan Yildiz','Hakan Yildiz',61,1
 Oyun Bitti,"Comedy, Romance",2007,"'Azra Akin', 'Mert Öcal', 'Baran Ayhan', 'Zeki Alasya'",1,5,3.2,Erler Film,'Onur Tan','Resul Ertas',60,1
 Büyük Günahlar,Drama,2005,"'Nazan Diper', 'Orhan Edip Ertürk', 'Sait Genay', 'Erkan Genis'",1,20,5.7,Medyapim,'Gül Güzelkaya','Süleyman Çobanoglu',61,1
 Sih Senem,Drama,2003,"'Melisa Sözen', 'Fikret Hakan', 'Bulut Aras', 'Mehmet Polat'",1,2,6.3,Hypee,'Kartal Tibet',"'Kemal Bilbasar', 'Cüneyt Bolak'",26,1
 Maysa ve Bulut,Animation,2014–,"'Devrim Parscan', 'Kadir Özübek', 'Didem Atlihan', 'Ziya Durukan'",1,1,6.7,Resimli Filim,'Mustafa Yavuz Gül','Ceren Olpak',10,0
 Gün On4,Thriller,2020,"'Muhammet Uzuner', 'Emrullah Çakay', 'Günes Zavrak'",1,10,6.7,Merakli Filmler,'Sahin Altug',"'Sofi Bayram', 'Sahin Altug'",15,1
 Dedektif Biraderler,Drama,2008–,"'Sezgi Deniz', 'Salih Sarikaya', 'Emir Benderlioglu', 'Serdar Yegin'",1,13,5.7,Marmara Film,'Oguz Yalçin',"'Alper Uyar', 'Cihat Zembat'",61,0
 Düs Yakamdan,"Comedy, Family",2007,"'Akasya Asiltürkmen', 'Caner Dogruyol', 'Murat Gülücü', 'Mutlu Güney'",1,20,3.9,Gold Film,'Ömer Ugur','Ahmet Koç',61,1
 Estagfurullah Yokusu,Romance,2003,"'Hande Ataizi', 'Yigit Özsener', 'Hümeyra', 'Cüneyt Türel'",1,13,6.0,Gold Film,"'Abdullah Oguz', 'Kumral Pakel'","'Mahinur Ergun', 'Özgür Evren'",45,1
 Iyi Ki Varsin,Drama,2006,"'Kadir Inanir', 'Eysan Özhim', 'Hülya Darcan', 'Ümit Acar'",1,20,2.6,Gold Film,"'Kemal Basbug', 'Erhan Baytimur'","'Eylem Canpolat', 'Sema Ergenekon'",61,1
 Yillar Sonra,Drama,2011,"'Derman Aksoy', 'Elif Atakan', 'Bahadir Benjamin Bingöl', 'Kenan Kalav'",1,20,5.7,Erler Film,'Metin Balekoglu','Türker Inanoglu',90,1
 Yüzlesme,Drama,1998,"'Hande Ataizi', 'Aytaç Arman', 'Semih Sergen', 'Alp Öyken'",1,13,5.7,Erler Film,'Nihat Durak',"'Özgür Evren Heptürk', 'Gamze Özer'",45,1
 Fedai,Drama,2007,"'Seda Sayan', 'Tamer Karadagli', 'Metin Belgin', 'Nursim Demir'",1,6,1.9,Erler Film,'Guzide Balci','Meral Okay',61,1
 Sular Durulmuyor,Drama,2004,"'Hülya Koçyigit', 'Enis Aybar', 'Iskender Bagcilar', 'Selin Demiratar'",1,20,5.7,Acun Medya,'Hüseyin Karakas','Hüseyin Karakas',61,1
 Huzurum Kalmadi,"Comedy, Drama",2011,"'Dogan Akdogan', 'Caner Alkaya', 'Burcu Altin', 'Öner Ates'",1,20,5.7,BKM,'Sibel Kocatas','Kamuran Süner',61,1
 Serseri Asiklar,Drama,2003,"'Müjde Ar', 'Nurseli Idiz', 'Salih Güney', 'Eren Balkan'",1,20,3.7,BKM,"'Serif Gören', 'Orhan Oguz'","'Sergin Akyaz', 'Yasemen Zorlu'",60,1
 Havalimani,"Action, Drama, Romance",2007–2008,"'Atilgan Gümüs', 'Mehmet Özbek', 'Sema Mumcu', 'Pamir Pekin'",1,4,2.6,Mint Prodüksiyon,"'Sinan Biçici', 'Birol Güven'",'Birol Güven',61,1
 Sessiz Gemiler,Drama,2007–2008,"'Alper Kul', 'Hakan Eratik', 'Levent Özdilek', 'Sezen Aray'",1,20,4.1,Yagmur Ajans,'Filiz Kaynak','Çetin Büyükakin',61,1
 Baykuslarin Saltanati,Drama,2000–2001,"'Metin Akpinar', 'Ilker Aksum', 'Kerem Alisik', 'Nilgün Belgün'",1,20,6.2,TRT 2,'Tülay Eratalay','Gökhan Çogal',61,1
 Oks Anneleri,Drama,2007–2008,"'Merve Dümer', 'Ozan Ugurlu', 'Yasemin Çonka', 'Atilla Sendil'",1,20,3.7,Limon Film,'Sengül Halat','Birol Güven',61,1
 Cesm-i Bulbul,Family,2005–2006,"'Engin Alkan', 'Ali Atay', 'Civan Canova', 'Kibariye'",1,20,5.7,Limon Film,'Serpil Kurtca','Oya Yüce',61,1
 Mahser: Nabucco'nun Zehri,Action,2007–2008,"'Dean Baykan', 'Istemi Betil', 'Metin Coskun', 'Beyti Engin'",1,20,5.7,Limon Film,'Koray Demir',"'Koray Demir', 'Aydin Sanli'",61,1
 Sokaklar Bizik,Action,2023–,"'Zeki Ak', 'Ali Özgün', 'Fulya Gürleyag', 'Muhammed Ali Isiktas'",1,20,5.7,Limon Film,'Ali Özgün','Ali Özgün',61,0
 Son Aga,"Comedy, Romance",2008,"'Tamer Karadagli', 'Feride Çetin', 'Emel Müftüoglu', 'Sener Kökkaya'",1,10,4.2,Pastel Film,"'Suna Dölek', 'Güliz Kucur'",'Yasar Irvül',61,1
 Sirat,Drama,2011,"'Asli Bayram', 'Basak Parlak', 'Ilker Kizmaz', 'Rutkay Aziz'",1,4,5.1,"'Marti Animation', 'SPI International'","'Hatice Memis', 'Murat Düzgünoglu'",'Orçun Oksar',61,1
 Kül ve Ates,Drama,2009,"'Arif Selçuk', 'Serhat Tutumluer', 'Basak Köklükaya', 'Merve Bolugur'",1,1,4.8,"'Marti Animation', 'SPI International'","'Ahmet Katiksiz', 'Cemile Karadas'",'Ayhan Sonyürek',61,1
 Süper Matrak,"Comedy, Family",2013,"'Can Yilmaz', 'Simon Hickson', 'Serkan Tinmaz', 'Trevor Neal'",1,2,3.7,Era Film Production,'Caner Kaya',"'Simon Hickson', 'Trevor Neal'",61,1
 Benim Zürafam Uçabilir,Animation,2022–,"'Oya Küçümen', 'Savas Pat', 'Cagil Ozdemir'",3,19,5.7,Era Film Production,'Mert Arik','Dogal Deniz',61,0
 Bedel Sokaklarin Sesi,"Action, Crime, Drama",2022,"'Taylan Ozgur Tan', 'Utku Kaya', 'Neslihan Elli', 'Gokhan Ergokcek'",1,1,8.3,Era Film Production,"'Utku Kaya', 'Ali Necati Kumcuoglu'","'Alper Koc', 'Anka Fikir Sanat'",61,1
 Düsler ve Umutlar,Drama,2014,"'Denise Capezza', 'Çagdas Onur Öztürk', 'Ebru Karanfilci', 'Arda Kalayci'",1,1,5.7,Limon Film,'Serdar Akar',"'Engin Arslan', 'Mayki'",61,1
 Tosun,Drama,2021,"'Utku Corbaci', 'Yetkin Dikinciler'",1,20,5.7,Dijital Sanatlar Production,'Özer Feyzioglu','Mustafa Uslu',61,1
 Hizir Ekip,Crime,2013,"'Bülent Bilgiç', 'Nilay Gök', 'Gürkan Güzeyhuz', 'Nazli Senem Ünal'",1,20,5.7,Samanyolu TV (STV),"'Ali Demirel', 'Firat Gürsoy'",'Omer Onder',60,1
 Cinlerle Periler,Action,2001,"'Halit Ergenç', 'Suna Keskin', 'Emir Yamak', 'Sinem Güven'",1,14,3.8,Yagmur Ajans,"'Durul Taylan', 'Yagmur Taylan'",'Nuran Devres',60,1
 Yakin Plan Cihan Harbi,History,2017–2018,"'Emre Yesiloz', 'Feyza Özgür', 'Mustafa Mesut Baskir', 'Yavuz Selim Osmanoglu'",1,22,6.9,Rega Medya,'Tevfik Senol','Yasar Taskin Koç',61,1
 Balkan Dügünü,Drama,2009–2010,"'Saadet Aksoy', 'Filiz Ahmet', 'Özgür Çevik', 'Luran Ahmeti'",1,7,5.7,Show TV,'Serdar Akar','Levent Yildirim',90,1
 Ölümüne Sevdalar,Drama,2005,"'Cüneyt Arkin', 'Irmak Atuk', 'Türkan Avci', 'Genco Caglar'",1,20,5.7,Show TV,'Ahmet Yurdakul','Türker Inanoglu',61,1
 Spy Angels,Adventure,2023–,"'Faruk Alphan', 'Yolanda Parker', 'Dilek Tasci Alphan', 'Diana Sönmez'",1,1,5.7,Show TV,'Faruk Alphan','Faruk Alphan',61,0
 Az Farkla Disari,"Adventure, Comedy, Sci-Fi",2019,"'Elif Nur Türker', 'Said Gülüm', 'Iskender Onalan', 'Yavuz Rayman'",1,10,5.7,Ser Film,"'Mehmet Yilmaz Atila', 'Ibrahim Polat'",'Ibrahim Polat',61,1
 Tutku Çemberi,Drama,2001–2002,"'Tayfun Eraslan', 'Nurhayat Kavrak', 'Çetin Tekindor', 'Levent Ülgen'",1,20,5.7,SLOTmedia,"'Altug Savasal', 'Aytug Savasal'",'Mustafa Sen',61,1
 Winter 2016,Drama,2019–,"'Hesham Abdel Hamid', 'Sayed Badreya', 'Abdelrahman Elshafei', 'Amr Mosad'",1,14,6.3,Turkish Radio & Television (TRT),'Ahmed Aboulfotouh',"'Mostafa Azab', 'Mohamad Hindi'",61,0
 Hayat A,"Comedy, Drama, Family",2003,"'Salih Kalyon', 'Feridun Karakaya', 'Gönen Bozbey', 'Gamze Demirbilek'",1,4,1.5,Turkish Radio & Television (TRT),'Müjdat Akgün',"'Mostafa Azab', 'Mohamad Hindi'",61,1
 Mahmut & Meryem,Romance,2013,"'Eva Dedova', 'Ege Güner', 'Mustili'",1,4,5.7,Young Guru Academy,'Atakan Saracoglu',"'Asude Altintas', 'Cansu Aykan'",44,1
 Bana Babami Anlat,Drama,2000,"'Ercan Akisik', 'Peker Açikalin', 'Cevdet Balikçi', 'Çetin Basaran'",1,20,5.7,Young Guru Academy,'Serif Gören','Hilal Çelenk',61,1
 Sinekli Bakkal,Drama,2007–2008,"'Özge Özberk', 'Ugur Polat', 'Ismail Hacioglu', 'Erol Günaydin'",1,4,4.4,Pastel Film,'Gülçin Gülbahçe','Gökhan Aktemur',90,1
 Verda,"Drama, Romance",2019,"'Aydan Burhan', 'Aysegül Günay', 'Berke Hürcan', 'Sevda Karabulut'",1,20,5.7,Pastel Film,'Aysun Akyüz','Funda Çetin',61,1
